zipcode	count	mean	median
60004	142	318658.0985915493	320000.0
60016	142	201513.96126760563	213750.0
60015	142	456148.70774647885	456250.0
60014	142	213546.02112676058	211250.0
60013	142	227897.7323943662	219625.25
60012	142	305015.63732394367	291750.0
60010	142	480799.76056338026	456250.0
60008	142	204004.56690140846	201125.0
60007	142	237813.70422535212	235250.0
60005	142	282793.7042253521	282509.75
60002	142	215427.37323943662	210000.0
56058	142	175701.0704225352	162500.0
56386	142	198514.65492957746	162250.0
56359	142	159844.6866197183	151850.0
56353	142	173180.8661971831	164925.0
56330	142	183318.03521126762	164975.0
56304	142	163233.03873239437	152600.0
56096	142	178794.15492957746	172250.0
56071	142	264719.661971831	259463.0
56069	142	181430.03169014084	165000.0
56063	142	0.0	0.0
60097	142	150374.71830985916	146450.0
60099	142	128801.54225352113	129025.0
60426	142	44680.123239436616	28000.0
60101	142	236173.47183098592	227125.0
60203	142	399845.5457746479	391250.0
60202	142	274444.7147887324	278500.0
60201	142	391581.6901408451	390950.0
60195	142	141280.6338028169	139000.0
60194	142	222007.19366197183	210750.0
60193	142	209998.52464788733	209250.0
60192	142	327490.3556338028	320000.0
60191	142	227367.64084507042	221125.0
60190	142	287377.98943661974	279250.0
60189	142	312432.2676056338	306000.0
60188	142	237647.7323943662	236250.0
60187	142	332158.45070422534	327250.0
60185	142	246582.16549295775	253000.0
60184	142	487576.29225352115	471250.0
60181	142	220074.00704225354	219125.0
60180	142	243973.02816901408	247500.0
60178	142	191293.29577464788	178750.0
60177	142	225054.11971830987	214975.0
60176	142	177295.19366197183	183000.0
60175	142	416277.67253521126	389572.5
60174	142	269508.70774647885	265500.0
60301	142	182127.80985915492	169500.0
60302	142	327352.61971830984	324500.0
60304	142	359241.54225352115	365875.0
60415	142	119318.2957746479	123000.0
60425	142	115713.0352112676	103625.0
60424	142	130934.8309859155	130000.0
60423	142	336423.29225352115	315000.0
60422	142	214785.28873239437	197500.0
60421	142	197341.86267605633	189250.0
60419	142	80044.12676056338	64375.25
60418	142	107530.45774647887	102500.0
60417	142	175681.6690140845	165475.0
60416	142	175393.77464788733	168625.0
60411	142	93007.17957746479	81000.0
60305	142	487084.96126760566	497187.5
60410	142	244297.76408450704	241975.0
60409	142	84742.84507042254	72750.0
60408	142	161648.28169014084	159275.0
60407	142	131733.64788732395	131750.0
60406	142	114660.12323943662	112750.0
60404	142	254914.43309859154	245750.0
60403	142	166556.45070422534	168750.0
60402	142	207769.21126760563	214500.0
60401	142	194721.7394366197	182350.0
60173	142	233903.45070422534	225500.0
60172	142	232852.57394366196	230000.0
60171	142	189861.85563380283	195250.0
60115	142	145385.02816901408	137475.0
60133	142	189042.4894366197	190000.0
60131	142	198654.73591549296	200000.0
60130	142	211978.86267605633	220500.0
60126	142	405864.4366197183	396250.0
60124	142	316755.4014084507	295875.0
60123	142	174052.23591549296	174725.0
60120	142	167045.95774647887	168250.0
60119	142	289528.2323943662	280000.0
60118	142	240482.47535211267	230000.0
60112	142	167868.0809859155	158750.0
60135	142	171458.24295774646	161000.0
60111	142	203616.1971830986	205000.0
60110	142	160730.6866197183	159000.0
60109	142	142945.42253521126	151000.0
60108	142	268559.5669014084	265250.0
60107	142	188154.98591549296	188000.0
60106	142	213952.1690140845	220000.0
60104	142	146039.17605633804	159000.0
60103	142	266684.7288732394	262750.0
60102	142	247606.75704225354	235375.0
60134	142	338265.23943661974	325000.0
60136	142	242838.59507042254	234007.5
60169	142	209590.10211267605	215000.0
60153	142	134170.59507042254	135750.0
60165	142	158872.69014084508	151249.75
60164	142	180216.0	180250.0
60163	142	189952.11267605633	201500.0
60162	142	171852.5176056338	178500.0
60160	142	196099.96126760563	191630.0
60157	142	371046.0070422535	362375.0
60156	142	218386.3028169014	215000.0
60155	142	161645.57394366196	165000.0
60154	142	237091.9014084507	234500.0
60152	142	186474.22183098592	182125.0
60137	142	370872.1408450704	364500.0
60151	142	258634.7323943662	242109.5
60150	142	144102.45070422534	139000.0
60148	142	241753.1338028169	241375.0
60146	142	151025.40492957746	138500.0
60145	142	197928.65492957746	196000.0
60143	142	287165.70774647885	276083.5
60142	142	254534.86971830987	247375.0
60140	142	226772.37323943662	213375.0
60139	142	186071.24647887325	184500.0
78656	142	283103.78169014084	204375.0
78660	142	280623.2570422535	251000.0
1432	142	354779.50352112675	332000.0
94066	142	916309.5070422535	943000.0
94127	142	1608842.8169014084	1647500.0
94124	142	764400.6373239437	823750.0
94123	142	2115668.8380281692	2200000.0
94122	142	1316753.5211267606	1385250.0
94121	142	1446162.147887324	1504000.0
94118	142	1697592.6056338027	1800000.0
94117	142	1443010.2429577464	1542500.0
94116	142	1283969.366197183	1340000.0
94115	142	1436649.9964788733	1471250.0
94114	142	1644641.1971830986	1700000.0
94112	142	990154.1443661972	1054500.0
94111	142	1070476.6971830986	1057000.0
94110	142	1298054.5774647887	1386625.0
94109	142	1052439.4366197183	1065000.0
94108	142	1283447.1830985916	1217750.0
94107	142	1036895.985915493	1097250.0
94105	142	1128253.6443661973	1126250.0
94104	142	1409865.8450704226	1325000.0
94103	142	882047.8204225352	904250.0
94102	142	852521.6056338028	875000.0
94080	142	909786.9225352113	947000.0
94129	142	2662394.3661971833	1595000.0
94131	142	1433126.7605633803	1502500.0
94132	142	1101220.897887324	1200000.0
94506	142	1431810.721830986	1330000.0
94520	142	446307.74647887325	463000.0
94519	142	545468.661971831	544000.0
94518	142	617523.7676056338	627250.0
94517	142	802892.2535211268	774250.0
94514	142	666642.8204225352	612500.0
94513	142	585332.0281690141	594275.0
94511	142	461886.4929577465	418750.0
94509	142	383056.338028169	394125.0
94507	142	1796507.63028169	1696250.0
94505	142	580808.5633802817	575000.0
94133	142	1438236.3626760563	1449500.0
94502	142	874776.0563380282	877750.0
94501	142	920600.6584507042	932250.0
94404	142	1156258.6056338027	1231500.0
94403	142	1297372.6725352113	1413000.0
94402	142	1675687.7711267606	1695250.0
94401	142	913323.3450704225	963500.0
94303	142	1345782.7464788733	1277500.0
94158	142	1260244.6936619717	1303250.0
94134	142	871926.7605633803	905000.0
94070	142	1660097.6373239437	1677500.0
94065	142	1268317.5633802817	1317500.0
92844	142	487963.911971831	456750.0
94063	142	1018209.3415492958	1104250.0
93543	142	276085.5633802817	272000.0
93536	142	345834.661971831	335000.0
93535	142	250430.59507042254	237375.0
93534	142	239183.1971830986	229000.0
93532	142	269614.78873239434	278750.0
93510	142	598598.0528169014	576000.0
92887	142	865057.3943661972	815250.0
92886	142	840488.7887323943	800000.0
92883	142	496155.1478873239	473500.0
92882	142	492862.1443661972	461000.0
92881	142	550842.9366197183	522250.0
92880	142	591767.9577464788	566500.0
92879	142	438928.8732394366	419000.0
92870	142	672646.4753521127	656000.0
92869	142	697702.7464788732	662750.0
92868	142	537207.7605633803	521000.0
92867	142	742649.6126760563	707500.0
92866	142	727157.7464788732	699750.0
92865	142	642955.9190140845	633000.0
92861	142	1420998.2394366197	1322500.0
92860	142	561419.4190140845	534000.0
93544	142	254673.7676056338	260000.0
93550	142	264904.3133802817	250000.0
93551	142	388336.26056338026	377500.0
94025	142	2106694.334507042	2150000.0
94062	142	1927077.4014084507	1943750.0
94061	142	1393924.295774648	1475000.0
94060	142	1194629.1514084507	945875.0
94044	142	960335.3873239437	960250.0
94038	142	1121804.5774647887	1134000.0
94037	142	1155741.1971830986	1127100.0
94030	142	1516327.4647887324	1550000.0
94028	142	3127386.295774648	2989727.25
94027	142	5872710.211267605	5925000.0
94020	142	801909.6830985915	725000.0
93552	142	303852.6267605634	295000.0
94019	142	1176994.718309859	1159250.0
94018	142	1049051.9014084507	915000.0
94015	142	906903.5211267605	950000.0
94014	142	831853.0035211268	892250.0
94010	142	2498880.2816901407	2547500.0
94005	142	919374.5211267605	941250.0
94002	142	1601012.6690140846	1625000.0
93591	142	209252.11267605633	200000.0
93553	142	252220.1514084507	253750.0
94521	142	603953.264084507	597250.0
94523	142	720811.2992957747	712500.0
94525	142	498443.3098591549	491000.0
94526	142	1200732.1373239437	1150000.0
94806	142	429996.3028169014	442000.0
94805	142	567386.9718309859	580000.0
94804	142	442307.4471830986	462875.0
94803	142	549233.0950704225	557750.0
94801	142	398549.6478873239	408750.0
94710	142	921349.1936619718	946500.0
94709	142	1043681.5316901408	1005600.0
94708	142	1286491.9014084507	1265000.0
94707	142	1331529.5774647887	1351250.0
94706	142	887040.8028169014	903750.0
94705	142	1520833.9788732394	1585000.0
94704	142	913054.0492957747	876250.0
94703	142	1026145.602112676	1066250.0
94702	142	922207.0422535212	961750.0
94621	142	375487.1478873239	402500.0
94619	142	724398.2394366197	740000.0
94618	142	1297239.4366197183	1337500.0
94612	142	600178.8485915493	650000.0
94611	142	1168708.5915492957	1197495.0
94610	142	929636.7147887324	899250.0
94609	142	890832.7464788732	916250.0
94901	142	1086728.5845070423	1087500.0
94903	142	891122.1795774648	851250.0
94904	142	1654681.4964788733	1657500.0
94945	142	830986.0915492958	818525.0
94970	142	2723920.0	2327500.0
94965	142	1331179.9295774647	1335750.0
94963	142	1022811.7464788732	959491.5
94960	142	1276375.352112676	1248250.0
94957	142	3301892.6056338027	3079375.0
94956	142	1297913.7323943663	1144375.0
94949	142	923906.7323943662	883750.0
94947	142	747906.9190140845	767000.0
94946	142	2027487.676056338	1675000.0
94941	142	1512256.690140845	1491250.0
94920	142	2555655.23943662	2558800.0
94940	142	1377215.4295774647	1204893.5
94939	142	1760866.9014084507	1723375.0
94938	142	909250.485915493	820000.0
94937	142	1316617.6056338027	1300000.0
94933	142	695389.4366197183	694000.0
94930	142	930848.7887323943	901500.0
94929	142	989171.0563380282	901250.0
94925	142	1302328.6971830986	1300000.0
94924	142	1943814.38028169	1737500.0
94608	142	625965.1408450705	671000.0
94607	142	579395.8802816902	648125.0
94606	142	593818.8556338028	650000.0
94546	142	755548.4330985915	740750.0
94560	142	802194.7183098592	815000.0
94556	142	1214208.4507042253	1197500.0
94555	142	1023209.8873239437	1004475.0
94553	142	564723.5915492958	579250.0
94552	142	1030688.3802816902	1000000.0
94551	142	706160.5528169014	702500.0
94550	142	841540.9049295775	815625.0
94549	142	1459630.9894366197	1417500.0
94547	142	543779.2429577465	521250.0
94545	142	639952.5985915493	665250.0
94563	142	1501838.485915493	1485000.0
94544	142	592090.3873239437	618500.0
94542	142	853797.1126760563	822500.0
94541	142	585441.014084507	614000.0
94539	142	1345315.295774648	1361247.5
94538	142	866907.2464788732	899275.0
94536	142	926956.985915493	949750.0
94531	142	480201.42253521126	479000.0
94530	142	876616.985915493	889000.0
94528	142	2510199.647887324	2288750.0
94561	142	470142.96126760566	464000.0
94564	142	533565.9823943662	550000.0
94605	142	575037.6408450705	620750.0
94586	142	1121238.426056338	971000.0
94603	142	402167.6866197183	419000.0
94602	142	874201.4084507042	869500.0
94601	142	521349.1830985916	568750.0
94598	142	985989.7887323943	967500.0
94597	142	726075.5633802817	720750.0
94596	142	802171.1267605633	817000.0
94595	142	504318.00352112675	510500.0
94588	142	986238.7323943662	945250.0
94587	142	807389.4366197183	824500.0
94583	142	975199.647887324	892500.0
94565	142	420428.4330985916	430000.0
94582	142	1130123.866197183	1065000.0
94580	142	606251.3732394367	627500.0
94579	142	637878.8732394367	650000.0
94578	142	579054.4014084507	605875.0
94577	142	630807.3943661972	661000.0
94572	142	479865.86971830984	472000.0
94569	142	573855.6338028169	450000.0
94568	142	873105.8485915493	843750.0
94566	142	1220816.9014084507	1200000.0
92845	142	673497.8873239437	650000.0
92843	142	541864.5915492958	530750.0
78661	142	150389.78873239437	114450.0
92335	142	339615.25352112675	337250.0
92376	142	334921.6866197183	323000.0
92374	142	376358.41549295775	365000.0
92373	142	478086.27464788733	464000.0
92372	142	296515.4366197183	275772.75
92371	142	286544.1549295775	271250.0
92368	142	149039.588028169	117500.0
92365	142	125934.50704225352	100000.0
92363	142	96171.2852112676	80000.0
92359	142	316122.5352112676	307750.0
92358	142	259071.8309859155	241250.0
92356	142	157826.02816901408	150000.0
92354	142	412700.57746478874	394250.0
92352	142	438959.22535211267	395000.0
92347	142	70829.33802816902	52750.0
92346	142	345253.8591549296	330200.0
92345	142	260517.95774647887	250000.0
92344	142	315202.94366197183	296750.0
92342	142	230466.5105633803	217000.0
92341	142	207846.3028169014	176750.0
92339	142	228878.0176056338	226250.0
92337	142	378587.67253521126	362500.0
92377	142	401510.92253521126	389500.0
92378	142	213171.47887323942	189000.0
92382	142	219453.53873239437	195000.0
92405	142	262724.49647887325	246500.0
92506	142	443295.9330985916	424000.0
92505	142	397839.0	380000.0
92504	142	375100.28873239434	353750.0
92503	142	397090.5528169014	387500.0
92501	142	351893.3556338028	338000.0
92411	142	237316.9014084507	225500.0
92410	142	244831.30985915492	232250.0
92408	142	281375.7359154929	255000.0
92407	142	338010.4823943662	325000.0
92404	142	281388.38028169016	265000.0
92385	142	251184.75352112675	218000.0
92401	142	181985.3204225352	168250.0
92399	142	370869.52464788733	363250.0
92398	142	89191.99647887323	81000.0
92397	142	288243.4330985916	279800.0
92395	142	242823.32394366196	230000.0
92394	142	253597.00352112675	236750.0
92392	142	265426.6443661972	249658.75
92391	142	225303.40492957746	214000.0
92386	142	198816.88732394367	170000.0
92336	142	457813.426056338	436531.25
92333	142	346110.04225352115	301625.0
92841	142	603873.0105633803	593500.0
92325	142	226506.4295774648	218000.0
92260	142	394390.83450704225	349999.75
92258	142	135487.74647887325	100000.0
92256	142	189988.3838028169	162500.0
92254	142	169301.3661971831	142500.0
92253	142	487343.95774647885	424500.0
92252	142	215218.13028169013	166250.0
92242	142	151915.42253521126	97125.0
92241	142	244949.96830985916	219500.0
92240	142	223712.5704225352	214500.0
92236	142	266069.11971830984	246750.0
92234	142	311920.5211267606	283500.0
92230	142	184831.69014084508	169950.0
92225	142	148550.4823943662	141375.0
92223	142	337292.32042253524	320000.0
92220	142	251820.5176056338	245500.0
92211	142	364021.91549295775	325500.0
92210	142	753605.5316901408	664750.0
92203	142	355007.5352112676	330500.0
92201	142	306698.2042253521	273250.0
92173	142	367163.7323943662	355000.0
92154	142	466176.92253521126	457000.0
92262	142	429522.4471830986	392250.0
92264	142	386592.57042253524	351500.0
92268	142	383996.4788732394	285000.0
92311	142	139111.53169014084	131000.0
92324	142	294625.11971830984	289525.0
92322	142	205256.14084507042	190250.0
92321	142	224181.8661971831	191500.0
92320	142	354998.6056338028	347233.75
92317	142	252046.65492957746	225250.0
92316	142	330786.51056338026	315000.0
92315	142	396673.4471830986	350250.0
92314	142	261306.96126760563	236000.0
92313	142	365733.90845070424	359000.0
92308	142	243051.67605633804	230625.0
92270	142	546671.5422535212	487250.0
92307	142	271552.78873239434	263125.0
92305	142	217366.9014084507	208750.0
92301	142	220610.03169014084	213750.0
92285	142	133554.58450704225	101875.0
92284	142	216260.60563380283	188000.0
92282	142	216426.4084507042	196625.0
92277	142	140563.7323943662	116875.0
92276	142	249659.4295774648	235375.0
92274	142	151981.838028169	135250.0
92507	142	365600.32042253524	351625.0
92508	142	491864.75	467500.0
92509	142	386309.7218309859	373750.0
92530	142	353376.0457746479	340000.0
92692	142	710339.7887323943	675000.0
92691	142	714797.1830985915	677000.0
92688	142	590063.2429577465	575000.0
92683	142	660813.0563380282	644500.0
92679	142	972908.5281690141	885000.0
92677	142	817764.0845070423	769000.0
92676	142	632623.5915492958	605250.0
92675	142	861516.9014084507	797500.0
92673	142	1016898.0633802817	910250.0
92672	142	1023800.9683098592	975000.0
92663	142	1745412.5704225353	1599000.0
92662	142	2695688.732394366	2608750.0
92661	142	2732639.7887323946	2600000.0
92660	142	1832721.4788732394	1700000.0
92657	142	2808509.5070422534	2608750.0
92656	142	582369.7183098592	561750.0
92655	142	632283.8028169014	603500.0
92653	142	757052.8169014085	711250.0
92651	142	2002903.8732394367	1850000.0
92649	142	846679.1197183098	797000.0
92648	142	994632.7464788732	943500.0
92694	142	757492.7852112676	712725.0
92701	142	382362.9647887324	375000.0
92703	142	500232.57042253524	501250.0
92806	142	622691.9014084507	611000.0
92840	142	564656.2605633803	563000.0
92835	142	788155.2816901408	766250.0
92833	142	605274.1549295775	591250.0
92832	142	568275.7852112676	538000.0
92831	142	626375.0	625000.0
92823	142	831071.235915493	798945.0
92821	142	704589.7676056338	670000.0
92808	142	690129.6338028169	677500.0
92807	142	699993.9014084507	657500.0
92805	142	533955.4190140845	525250.0
92704	142	488097.073943662	480000.0
92804	142	567573.6690140845	550000.0
92802	142	571188.2852112676	564250.0
92801	142	534182.5281690141	520250.0
92782	142	754490.7570422535	712500.0
92780	142	647913.2147887324	653180.5
92708	142	803285.2112676057	757500.0
92707	142	469959.96126760566	458250.0
92706	142	654333.4507042253	636000.0
92705	142	974614.4014084507	906500.0
92647	142	759966.8063380282	732250.0
92646	142	757023.0633802817	721750.0
92637	142	271170.90845070424	284750.0
92555	142	375496.3098591549	355000.0
92583	142	269512.19366197183	256250.0
92582	142	312865.0950704225	300000.0
92571	142	315377.96830985916	296000.0
92570	142	356818.9330985916	344500.0
92567	142	361415.82746478874	352500.0
92563	142	437334.4401408451	415495.0
92562	142	434018.3133802817	413750.0
92561	142	413538.38028169016	380500.0
92557	142	344720.07042253524	329725.0
92553	142	305672.1161971831	287500.0
92585	142	372347.99647887325	359750.0
92551	142	318827.4647887324	304375.0
92549	142	330778.05633802817	318000.0
92548	142	328674.4542253521	304724.75
92545	142	277012.1830985916	265000.0
92544	142	270805.71126760566	254500.0
92543	142	222738.5633802817	211250.0
92539	142	284024.2957746479	289875.0
92536	142	382002.7147887324	380750.0
92532	142	395290.4788732394	379250.0
92584	142	395597.5	381000.0
92586	142	248582.69366197183	244500.0
92630	142	698549.5845070423	665000.0
92612	142	693641.1232394367	664000.0
92629	142	1022394.2253521127	935250.0
92627	142	844883.9507042253	809125.0
92626	142	818380.0246478873	762500.0
92625	142	2388370.0704225353	2233750.0
92624	142	1078299.647887324	952000.0
92620	142	946742.5035211268	899000.0
92618	142	889402.2007042253	828875.0
92617	142	0.0	0.0
92614	142	690291.352112676	665750.0
92610	142	714918.2112676057	699788.5
92587	142	419323.69366197183	395000.0
92606	142	809325.7042253522	758800.0
92604	142	788447.4330985915	750750.0
92603	142	1273650.0	1170000.0
92602	142	1070181.207746479	968262.5
92596	142	426684.07042253524	418000.0
92595	142	417208.50352112675	408500.0
92592	142	484563.088028169	450000.0
92591	142	465970.8732394366	438125.0
92590	142	999489.7676056338	951000.0
94971	142	701114.0845070423	625000.0
94973	142	903286.9718309859	847250.0
95602	142	470657.57042253524	465000.0
98047	142	340943.2323943662	317625.0
98105	142	833447.2746478873	865000.0
98104	142	442434.22535211267	414987.5
98103	142	685098.9929577465	729500.0
98102	142	583427.1971830986	603750.0
98101	142	616790.0	616450.0
98092	142	427898.3732394366	398725.0
98087	142	462619.2218309859	439997.5
98077	142	936074.5387323943	845000.0
98075	142	1119242.116197183	1050000.0
98074	142	951213.9436619718	898737.5
98072	142	751902.809859155	735000.0
98070	142	604829.5528169014	604500.0
98065	142	695745.1725352113	677500.0
98059	142	613466.8732394367	597750.0
98058	142	460710.01056338026	436237.5
98057	142	370550.2288732394	346712.5
98056	142	529355.8838028169	499500.0
98055	142	390326.7781690141	398800.0
98053	142	875359.75	817500.0
98052	142	763135.3028169014	774000.0
98051	142	670273.9190140845	644875.0
98106	142	465203.46830985916	506375.0
98107	142	668473.764084507	746050.0
98108	142	501659.9366197183	561500.0
98133	142	512242.45774647885	545250.0
98168	142	365310.88732394367	379750.0
98166	142	532167.9964788732	515687.5
98164	142	711218.309859155	662000.0
98155	142	543277.838028169	564500.0
98148	142	403724.7218309859	416500.0
98146	142	454750.7042253521	451875.0
98144	142	605139.8661971831	683000.0
98136	142	634885.5387323943	676237.5
98134	142	472084.5633802817	397937.5
98126	142	534414.5845070423	569725.0
98109	142	609839.514084507	624500.0
98125	142	555254.7922535212	596975.0
98122	142	662618.2183098592	723350.0
98121	142	540990.3204225352	585000.0
98119	142	752291.3133802817	792500.0
98118	142	528503.8133802817	566250.0
98117	142	718299.6232394367	752875.0
98116	142	686891.9647887324	713000.0
98115	142	722071.3943661972	761875.0
98112	142	1038343.0528169014	1017250.0
98050	142	0.0	0.0
98045	142	639165.059859155	581000.0
95603	142	447354.4014084507	446250.0
98043	142	425532.0352112676	415250.0
98010	142	490436.4330985916	479450.0
98008	142	829726.3204225352	814025.25
98007	142	613709.7746478873	544825.0
98006	142	990217.309859155	959500.0
98005	142	860187.485915493	803750.0
98004	142	1295612.8943661973	1280000.0
98003	142	335673.7640845071	328250.0
98002	142	311434.4330985916	298450.0
98001	142	404481.95070422534	395975.0
97396	142	219746.07394366196	209175.0
97378	142	229136.46830985916	210000.0
97347	142	305026.6971830986	260950.0
97267	142	377364.7359154929	375500.0
97266	142	285938.16549295775	305500.0
97239	142	497577.0809859155	511500.0
97236	142	301034.161971831	306000.0
97233	142	275074.1408450704	286000.0
97232	142	549854.1443661972	548499.5
97231	142	522078.57746478874	507500.0
97230	142	314953.92253521126	322200.0
97229	142	553216.7711267605	532500.0
98011	142	627921.9225352113	646850.0
98012	142	589170.2711267605	563037.5
98014	142	650073.2288732395	645814.0
98031	142	421072.99647887325	412500.0
98042	142	433448.0457746479	417500.0
98040	142	1453763.9436619717	1389775.0
98039	142	3065988.693661972	2808250.0
98038	142	497950.6830985916	471425.0
98037	142	492499.9190140845	490500.0
98036	142	513451.32042253524	486125.0
98034	142	603141.2007042253	595000.0
98033	142	1022702.0845070423	1015000.0
98032	142	325999.86971830984	316750.0
98030	142	395118.25	391475.0
98019	142	602963.573943662	614347.0
98029	142	692562.5633802817	693500.0
98028	142	642011.0176056338	647162.5
98027	142	700078.9612676057	677225.0
98026	142	515658.5809859155	509475.0
98024	142	783221.338028169	735000.0
98023	142	380791.82746478874	362000.0
98022	142	404335.05633802817	377750.0
98021	142	692994.2007042253	700000.0
98020	142	678226.3556338028	662500.0
98177	142	747865.7218309859	728000.0
98178	142	431920.17957746476	435000.0
98188	142	344302.6021126761	350750.0
98198	142	366209.3943661972	370250.0
98499	142	291993.3485915493	270500.0
98498	142	321717.9014084507	298375.0
98467	142	438955.02464788733	429995.0
98466	142	389355.2288732394	363225.0
98465	142	354227.3661971831	316750.0
98446	142	327752.5457746479	319750.0
98445	142	297201.1690140845	273750.0
98444	142	256346.2323943662	240000.0
98443	142	358401.2429577465	341000.0
98424	142	346774.4542253521	331000.0
98422	142	425133.838028169	402950.0
98418	142	252785.27112676058	236750.0
98409	142	244845.64436619717	237750.0
98408	142	255563.53169014084	240000.0
98407	142	409684.6690140845	398500.0
98406	142	379784.79929577466	360500.0
98405	142	280434.84154929576	267775.0
98404	142	261314.95070422534	249075.0
98403	142	435134.1338028169	406850.0
98402	142	330332.0950704225	327487.5
98396	142	266584.6478873239	234500.0
98580	142	392504.4330985916	375987.5
98601	142	446117.28169014084	430450.0
98604	142	365577.4366197183	353700.0
98662	142	308403.9330985916	307900.0
98685	142	399910.9823943662	401750.0
98684	142	313607.63732394367	320125.25
98683	142	364567.32042253524	352275.0
98682	142	323688.1514084507	315375.0
98675	142	356341.71830985916	331000.0
98671	142	401520.5809859155	390000.0
98665	142	317146.7218309859	300000.0
98664	142	305159.3028169014	293875.0
98663	142	306436.02464788733	289750.0
98661	142	294387.6056338028	289500.0
98605	142	300999.5352112676	294750.0
98660	142	301188.0598591549	282556.25
98651	142	593072.7394366197	495050.0
98648	142	371137.2570422535	329138.0
98642	142	411086.75352112675	404000.0
98639	142	305749.3661971831	291118.75
98629	142	418047.7640845071	407625.0
98610	142	297592.1091549296	303000.0
98607	142	478723.90845070424	453357.5
98606	142	548146.485915493	525050.0
98394	142	501609.01056338026	420500.0
98391	142	428412.3309859155	430110.0
98390	142	368640.676056338	344125.0
98252	142	343874.3556338028	331678.75
98292	142	423709.66549295775	420000.0
98290	142	528384.323943662	529500.0
98288	142	322690.6091549296	254250.0
98275	142	577429.2183098592	549975.0
98272	142	454821.6514084507	428312.5
98271	142	358862.3661971831	325500.0
98270	142	386828.3169014084	350250.0
98258	142	437625.9929577465	398250.0
98256	142	297128.3450704225	265000.0
98251	142	301427.9190140845	287500.0
98296	142	596413.8626760563	547475.0
98241	142	242708.1690140845	216087.0
98224	142	284445.42253521126	263150.0
98223	142	391770.8028169014	362475.0
98208	142	455369.6971830986	420000.0
98206	142	0.0	0.0
98204	142	318263.38732394367	319000.0
98203	142	385379.71126760566	384419.75
98201	142	329084.0140845071	325475.0
98199	142	837540.0035211268	849750.0
98294	142	327248.9859154929	306000.0
98303	142	278602.34154929576	250625.0
98388	142	437992.9471830986	386975.0
98351	142	366317.9330985916	327856.5
98387	142	308476.73943661974	277500.0
98385	142	268138.23943661974	277500.0
98375	142	337841.57042253524	309487.5
98374	142	362844.176056338	335250.0
98373	142	360107.8978873239	350150.0
98372	142	388283.6232394366	355738.25
98371	142	398374.8098591549	402373.75
98360	142	345294.61267605633	328712.5
98354	142	351517.6408450704	335000.0
98349	142	297485.1267605634	280000.0
98304	142	198316.4894366197	139375.0
98338	142	368260.7570422535	341750.0
98335	142	538622.5422535212	517725.0
98333	142	697077.5704225352	638500.0
98332	142	552575.5563380282	521207.5
98329	142	354262.4049295775	325965.5
98328	142	355959.71126760566	339975.0
98327	142	358343.92253521126	320350.0
98323	142	317669.09154929576	321498.5
98321	142	407902.1866197183	381402.25
97227	142	502373.2852112676	510000.0
97225	142	518597.5211267606	516875.0
97224	142	421517.1232394366	423025.0
95833	142	303840.46126760566	296000.0
95747	142	474648.9190140845	460000.0
95746	142	825082.676056338	772000.0
95742	142	438109.73943661974	440000.0
95735	142	297880.9859154929	215000.0
95728	142	624322.8873239437	585050.0
95726	142	293910.21126760566	303500.0
95722	142	534381.6197183098	534375.0
95720	142	281290.2676056338	248000.0
95715	142	338460.38732394367	323000.0
95714	142	320416.76056338026	272500.0
95713	142	359481.4647887324	361750.0
95709	142	382338.7288732394	385000.0
95703	142	432703.59154929576	424500.0
95701	142	331320.5985915493	310000.0
95697	142	200522.88732394367	125000.0
95695	142	361040.9788732394	364275.0
95694	142	445860.48943661974	432875.0
95693	142	679588.838028169	644500.0
95691	142	390337.21830985916	387250.0
95690	142	401128.0809859155	376500.0
95684	142	348966.2323943662	343000.0
95757	142	473964.5211267606	460000.0
95758	142	383723.30633802817	378875.0
95762	142	662674.6373239437	625000.0
95822	142	284367.57042253524	279125.0
95831	142	437626.1514084507	428750.0
95830	142	775415.8309859155	742000.0
95829	142	387871.15845070424	377250.0
95828	142	293384.1161971831	286500.0
95827	142	311880.46126760566	311625.0
95826	142	317676.71830985916	306500.0
95825	142	279473.59154929576	272250.0
95824	142	229092.05985915492	230000.0
95823	142	271378.3098591549	267000.0
95821	142	334876.411971831	322500.0
95765	142	503222.9049295775	483500.0
95820	142	261658.35563380283	256375.0
95819	142	561324.5845070423	562500.0
95818	142	531744.6654929577	543250.0
95817	142	335646.5176056338	351250.0
95816	142	563842.8415492958	559217.75
95815	142	219653.44366197183	215000.0
95814	142	464811.16549295775	468250.0
95811	142	539349.352112676	552000.0
95776	142	410684.25352112675	417000.0
95683	142	493848.0950704225	489750.0
95682	142	477148.23943661974	477500.0
95681	142	368171.4823943662	341000.0
95621	142	303141.9014084507	305000.0
95633	142	355596.823943662	357000.0
95632	142	354813.46830985916	345500.0
95631	142	372414.26056338026	377500.0
95630	142	529272.1971830986	505750.0
95628	142	425128.21830985916	425000.0
95627	142	324653.2640845071	325750.0
95626	142	322547.6021126761	302750.0
95624	142	426964.78873239434	412625.0
95623	142	429232.3943661972	412250.0
95619	142	316815.0140845071	316250.0
95635	142	385980.6267605634	395125.0
95618	142	619202.5528169014	605650.0
95616	142	639753.5316901408	655000.0
95615	142	301758.8028169014	250000.0
95614	142	382038.7323943662	386250.0
95612	142	696556.1971830986	661000.0
95610	142	344484.4718309859	340250.0
